chr	start	end	strand	label	n_supporting	method	gene_name
1	91387417	91387418	-		1	2OMe-seq	HFM1,HFM1,HFM1,HFM1,HFM1,LSU-rRNA_Hsa
1	91387495	91387496	-		1	2OMe-seq	HFM1,HFM1,HFM1,HFM1,LSU-rRNA_Hsa,HFM1
1	91387496	91387497	-		2	2OMe-seq,RibOxi-seq	HFM1,HFM1,LSU-rRNA_Hsa,HFM1,HFM1,HFM1
1	92074534	92074535	-		1	Nm-seq	SETSIP,SETSIP
1	92836223	92836224	+		1	Nm-seq	RPL5,RPL5,RPL5,RPL5,RPL5,RPL5,RPL5,RPL5
1	109323112	109323113	-		1	Nm-seq	SORT1,SORT1
1	109323114	109323115	-		1	Nm-seq	SORT1,SORT1
1	109661336	109661337	+		1	Nm-seq	GSTM4,GSTM4,GSTM4,GSTM4,GSTM4,GSTM4,GSTM4,GSTM4,GSTM4
1	109693377	109693378	+		1	Nm-seq	GSTM1,GSTM1,GSTM2,GSTM1,GSTM1,GSTM1,GSTM2,GSTM1
1	109738335	109738336	-		1	Nm-seq	GSTM3,GSTM3,GSTM3,GSTM3,GSTM3
1	112659720	112659721	+		1	Nm-seq	CAPZA1,CAPZA1,CAPZA1,CAPZA1
1	112849016	112849017	-		1	Nm-seq	LINC01356,LINC01356,LINC01356
1	114718695	114718696	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	114718700	114718701	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	114723916	114723917	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	114733994	114733995	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	114734000	114734001	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	114734001	114734002	-		1	Nm-seq	CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1,CSDE1
1	116398943	116398944	+		1	Nm-seq	ATP1A1,ATP1A1,ATP1A1
1	119997023	119997024	-		1	Nm-seq	NOTCH2,NOTCH2,NOTCH2,NOTCH2,NOTCH2
1	120156965	120156966	-		1	Nm-seq	SEC22B
1	120433909	120433910	-		1	Nm-seq	PFN1P2,PFN1P2
1	120889944	120889945	+		1	Nm-seq	PPIAL4A
1	120889945	120889946	+		1	Nm-seq	PPIAL4A
1	143699463	143699464	-		1	Nm-seq	U1,RNVU1-17
1	144412731	144412732	+		1	Nm-seq	U1,RNVU1-15
1	145241986	145241987	-		1	Nm-seq	PPIAL4D
1	145241998	145241999	-		1	Nm-seq	PPIAL4D
1	145241999	145242000	-		1	Nm-seq	PPIAL4D
1	145242001	145242002	-		1	Nm-seq	PPIAL4D
1	145281210	145281211	+		1	Nm-seq	U1,RNVU1-14,AC245014.3
1	145738807	145738808	+		1	Nm-seq	CD160,CD160,CD160
1	145926597	145926598	-		1	Nm-seq	RBM8A,RBM8A,RBM8A,RBM8A,RBM8A,RBM8A,RBM8A,RBM8A
1	146052129	146052130	-		1	Nm-seq	U1,RNVU1-6
1	146156506	146156507	-		1	Nm-seq	NBPF10,NOTCH2NLA,NOTCH2NLA
1	148388536	148388537	-		1	Nm-seq	LINC01138,RNU1-13P,U1,LINC01138,LINC01138
1	148483114	148483115	-		1	Nm-seq	PPIAL4G,LINC01138,LINC01138
1	148483126	148483127	-		1	Nm-seq	LINC01138,LINC01138,PPIAL4G
1	148483127	148483128	-		1	Nm-seq	LINC01138,LINC01138,PPIAL4G
1	148483129	148483130	-		1	Nm-seq	PPIAL4G,LINC01138,LINC01138
1	149584020	149584021	+		1	Nm-seq	PPIAL4C
1	149584022	149584023	+		1	Nm-seq	PPIAL4C
1	149584028	149584029	+		1	Nm-seq	PPIAL4C
1	149584032	149584033	+		1	Nm-seq	PPIAL4C
1	150625705	150625706	-		1	Nm-seq	ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA,ENSA
1	150966820	150966821	-		1	Nm-seq	CERS2,CERS2,CERS2,CERS2,CERS2,CERS2,CERS2,CERS2
1	150969016	150969017	-		1	Nm-seq	CERS2,CERS2,CERS2,CERS2,CERS2,CERS2,CERS2,CERS2,CERS2
1	151053175	151053176	-		1	Nm-seq	CDC42SE1,CDC42SE1,CDC42SE1,CDC42SE1,CDC42SE1
1	151266308	151266309	+		1	Nm-seq	PSMD4,PSMD4,PSMD4,PSMD4,PSMD4,PSMD4
1	151266313	151266314	+		1	Nm-seq	PSMD4,PSMD4,PSMD4,PSMD4,PSMD4,PSMD4
1	151266317	151266318	+		1	Nm-seq	PSMD4,PSMD4,PSMD4,PSMD4,PSMD4,PSMD4
1	151401831	151401832	+		1	Nm-seq	PSMB4,PSMB4,PSMB4,PSMB4,PSMB4
1	153663101	153663102	-		1	Nm-seq	ILF2,ILF2,ILF2
1	153977184	153977185	-		1	Nm-seq	JTB,JTB,JTB,AL358472.6,JTB,JTB,JTB
1	154173137	154173138	-		1	Nm-seq	TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3,TPM3
1	154963911	154963912	-		1	Nm-seq	SHC1,SHC1,SHC1,SHC1,SHC1,SHC1,SHC1
1	155209321	155209322	+		1	Nm-seq	MTX1,MTX1,MTX1,MTX1,MTX1
1	155317948	155317949	+		1	Nm-seq	FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS
1	155318740	155318741	+		1	Nm-seq	FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS,FDPS
1	155731988	155731989	+		1	Nm-seq	DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3,DAP3
1	156018318	156018319	-		1	Nm-seq	SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2,SSR2
1	156130702	156130703	+		1	Nm-seq	LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA,LMNA
1	156309111	156309112	-		1	Nm-seq	CCT3,CCT3,CCT3,CCT3,CCT3
1	156310574	156310575	-		1	Nm-seq	CCT3,CCT3,CCT3,CCT3,CCT3,CCT3
1	156310985	156310986	-		1	Nm-seq	CCT3,CCT3,CCT3,CCT3,CCT3,CCT3
1	156312139	156312140	-		1	Nm-seq	CCT3,CCT3,CCT3,CCT3,CCT3,CCT3
1	156592473	156592474	+		1	Nm-seq	NAXE,NAXE,NAXE,NAXE
1	156624110	156624111	+		1	Nm-seq	HAPLN2,HAPLN2,HAPLN2
1	156742188	156742189	-		1	Nm-seq	HDGF,HDGF,HDGF
1	156742733	156742734	-		1	Nm-seq	HDGF,HDGF,HDGF,HDGF
1	156743862	156743863	-		1	Nm-seq	HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF
1	156743863	156743864	-		1	Nm-seq	HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF
1	156743864	156743865	-		1	Nm-seq	HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF,HDGF
1	157798212	157798213	-		1	Nm-seq	FCRL1,FCRL1,FCRL1,FCRL1,FCRL1,FCRL1
1	159918912	159918913	-		1	Nm-seq	TAGLN2,TAGLN2,TAGLN2,TAGLN2,TAGLN2
1	159918915	159918916	-		1	Nm-seq	TAGLN2,TAGLN2,TAGLN2,TAGLN2,TAGLN2
1	159920348	159920349	-		1	Nm-seq	TAGLN2,TAGLN2,TAGLN2,TAGLN2,TAGLN2
1	160339919	160339920	-		1	Nm-seq	COPA,COPA,COPA,COPA,COPA,COPA,COPA,COPA,COPA,COPA,COPA,COPA
1	161171643	161171644	-		1	Nm-seq	B4GALT3,B4GALT3,B4GALT3,B4GALT3
1	161210340	161210341	+		1	Nm-seq	NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2
1	161685027	161685028	-		1	Nm-seq	RPL31P11,RPL31P11
1	161685028	161685029	-		1	Nm-seq	RPL31P11,RPL31P11
1	161685029	161685030	-		1	Nm-seq	RPL31P11,RPL31P11
1	169106892	169106893	+		1	Nm-seq	ATP1B1,ATP1B1
1	169106894	169106895	+		1	Nm-seq	ATP1B1,ATP1B1
1	173863963	173863964	-		1	Nm-seq	GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5
1	173866886	173866887	-		1	Nm-seq	GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5,GAS5
1	179357433	179357434	+		1	Nm-seq	SOAT1,SOAT1,SOAT1
1	182212468	182212469	-		1	2OMe-seq	LSU-rRNA_Hsa,LINC01344,LINC01344
1	182212475	182212476	-		1	2OMe-seq	LINC01344,LSU-rRNA_Hsa,LINC01344
1	182842559	182842560	+		1	Nm-seq	DHX9,DHX9
1	183133542	183133543	+		1	Nm-seq	LAMC1
1	183627535	183627536	-		1	Nm-seq	ARPC5,ARPC5,ARPC5,ARPC5
1	201135455	201135456	-		1	Nm-seq	TMEM9,TMEM9,TMEM9,TMEM9,TMEM9
1	201135457	201135458	-		1	Nm-seq	TMEM9,TMEM9,TMEM9,TMEM9,TMEM9
1	201520252	201520253	+		1	Nm-seq	RPS10P7,AC096677.1,RPS10P7,RPS10P7
1	201963698	201963699	+		1	Nm-seq	TIMM17A,TIMM17A,TIMM17A
1	201963703	201963704	+		1	Nm-seq	TIMM17A,TIMM17A,TIMM17A
1	205715894	205715895	-		1	Nm-seq	NUCKS1
1	205727712	205727713	-		1	Nm-seq	NUCKS1
1	205749969	205749970	-		1	Nm-seq	NUCKS1
1	206770930	206770931	-		1	Nm-seq	IL10,IL10,IL10
1	207322394	207322395	+		1	Nm-seq	CD55,CD55,CD55,CD55,CD55,CD55,CD55,CD55
1	207523885	207523886	+		1	Nm-seq	CR1,CR1,CR1,CR1,CR1,CR1,CR1,CR1,CR1,CR1,CR1
1	207578079	207578080	+		1	Nm-seq	CR1,CR1,CR1,CR1,CR1,CR1,CR1
1	212897534	212897535	+		1	Nm-seq	FLVCR1,AluSz6
1	214646263	214646264	+		1	Nm-seq	CENPF
1	220040244	220040245	-		1	Nm-seq	EPRS,EPRS,EPRS
1	220096218	220096219	+		1	Nm-seq	IARS2
1	220125314	220125315	+		1	Nm-seq	IARS2,IARS2
1	220125315	220125316	+		1	Nm-seq	IARS2,IARS2
1	220143120	220143121	+		1	Nm-seq	IARS2,IARS2
1	224431764	224431765	-		1	Nm-seq	WDR26,WDR26,WDR26,WDR26,WDR26,WDR26,WDR26,WDR26
1	225790239	225790240	+		1	Nm-seq	SRP9,SRP9,SRP9
1	225922359	225922360	-		1	Nm-seq	PYCR2,PYCR2,AL117348.2,PYCR2,PYCR2,PYCR2,PYCR2,PYCR2
1	226385666	226385667	-		1	Nm-seq	PARP1
1	226386423	226386424	-		1	Nm-seq	PARP1
1	228098458	228098459	+		1	Nm-seq	ARF1,ARF1,ARF1
1	228493091	228493092	+		1	Nm-seq	RNF187,RNF187,RNF187
1	228494300	228494301	+		1	Nm-seq	RNF187,RNF187
1	228494363	228494364	+		1	Nm-seq	RNF187,RNF187
1	228628220	228628221	-		1	Nm-seq	5S,RNA5S9
1	235109659	235109660	-		1	Nm-seq	TOMM20
1	235110933	235110934	-		1	Nm-seq	TOMM20
1	235110935	235110936	-		1	Nm-seq	TOMM20
1	235112052	235112053	-		1	Nm-seq	TOMM20,TOMM20
1	235113781	235113782	-		1	Nm-seq	TOMM20,TOMM20,TOMM20
1	235113782	235113783	-		1	Nm-seq	TOMM20,TOMM20,TOMM20
1	235450255	235450256	-		1	Nm-seq	B3GALNT2
1	236483237	236483238	+		1	Nm-seq	ENO1P1,EDARADD,EDARADD,EDARADD
1	236483238	236483239	+		1	Nm-seq	ENO1P1,EDARADD,EDARADD,EDARADD
1	236483469	236483470	+		1	Nm-seq	EDARADD,EDARADD,ENO1P1,EDARADD
1	236483849	236483850	+		1	Nm-seq	EDARADD,ENO1P1,EDARADD,EDARADD
1	237603072	237603073	+		1	2OMe-seq	LSU-rRNA_Hsa,RYR2,RYR2
1	237603115	237603116	+		1	2OMe-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	237603179	237603180	+		2	2OMe-seq,RibOxi-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	237603189	237603190	+		1	2OMe-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	237603196	237603197	+		1	2OMe-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	237603201	237603202	+		1	2OMe-seq	LSU-rRNA_Hsa,RYR2,RYR2
1	237603212	237603213	+		1	2OMe-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	237603258	237603259	+		1	2OMe-seq	RYR2,LSU-rRNA_Hsa,RYR2
1	237603270	237603271	+		1	2OMe-seq	RYR2,RYR2,LSU-rRNA_Hsa
1	241513629	241513630	-		1	Nm-seq	FH,FH
1	241517211	241517212	-		1	Nm-seq	FH,FH
1	241631654	241631655	-		1	Nm-seq	CHML,OPN3,OPN3,OPN3,OPN3,OPN3
1	244691913	244691914	+		1	Nm-seq	DESI2,DESI2,DESI2
1	244858170	244858171	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
1	244863902	244863903	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
1	244863910	244863911	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
1	244864194	244864195	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
1	244864486	244864487	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
1	244864487	244864488	-		1	Nm-seq	HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU,HNRNPU
10	47322	47323	-		1	Nm-seq	TUBB8,TUBB8,TUBB8,TUBB8
10	992529	992530	+		1	Nm-seq	GTPBP4,GTPBP4,GTPBP4
10	992530	992531	+		1	Nm-seq	GTPBP4,GTPBP4,GTPBP4
10	1005818	1005819	+		1	Nm-seq	GTPBP4,GTPBP4
10	1005819	1005820	+		1	Nm-seq	GTPBP4,GTPBP4
10	1040855	1040856	-		1	Nm-seq	IDI1,IDI1
10	3136626	3136627	+		1	Nm-seq	PFKP,PFKP,PFKP,AL451164.2,PFKP,PFKP
10	5748948	5748949	+		1	Nm-seq	TASOR2,TASOR2
10	6326622	6326623	+		1	Nm-seq	LINC02649
10	7799070	7799071	+		1	Nm-seq	ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C
10	7807727	7807728	+		1	Nm-seq	ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C,ATP5F1C
10	12118866	12118867	+		1	Nm-seq	DHTKD1,DHTKD1
10	12186296	12186297	-		1	Nm-seq	NUDT5,NUDT5,NUDT5,NUDT5,NUDT5,NUDT5,NUDT5
10	12186297	12186298	-		1	Nm-seq	NUDT5,NUDT5,NUDT5,NUDT5,NUDT5,NUDT5,NUDT5
10	14905770	14905771	-		1	Nm-seq	DCLRE1C,DCLRE1C
10	15155197	15155198	-		1	Nm-seq	PPIAP30,NMT2,NMT2
10	15155198	15155199	-		1	Nm-seq	NMT2,PPIAP30,NMT2
10	17233615	17233616	+		1	Nm-seq	VIM,VIM,VIM,VIM,VIM,VIM,VIM
10	17599354	17599355	-		1	Nm-seq	HACD1,HACD1,HACD1,HACD1
10	23119410	23119411	+		1	Nm-seq	MSRB2,MSRB2,MSRB2
10	23119412	23119413	+		1	Nm-seq	MSRB2,MSRB2,MSRB2
10	32035587	32035588	-		1	Nm-seq	KIF5B
10	32446001	32446002	-		1	Nm-seq	intergenic
10	32920025	32920026	-		1	Nm-seq	ITGB1,ITGB1,ITGB1
10	32922329	32922330	-		1	Nm-seq	ITGB1,ITGB1,ITGB1
10	32935509	32935510	-		1	Nm-seq	ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1,ITGB1
10	46416320	46416321	+		1	Nm-seq	LINC00842,HNRNPA1P33,AC244230.2
10	49703068	49703069	-		1	2OMe-seq	LSU-rRNA_Hsa
10	49703269	49703270	-		1	2OMe-seq	LSU-rRNA_Hsa
10	49974845	49974846	+		1	Nm-seq	LINC00843,LINC00843,LINC00843,TIMM23B,LINC00843
10	50590173	50590174	-		1	Nm-seq	SGMS1,SGMS1,SGMS1,SGMS1,SGMS1
10	55600646	55600647	+		1	Nm-seq	intergenic
10	59791563	59791564	-		1	Nm-seq	CCDC6
10	60793960	60793961	+		1	Nm-seq	CDK1,CDK1,CDK1,CDK1,CDK1
10	68984039	68984040	+		1	Nm-seq	DDX21,DDX21
10	71829047	71829048	-		1	Nm-seq	PSAP,PSAP,PSAP
10	71834474	71834475	-		1	Nm-seq	PSAP,PSAP,PSAP
10	72275042	72275043	+		1	Nm-seq	DDIT4
10	72275171	72275172	+		1	Nm-seq	DDIT4
10	73139486	73139487	-		1	Nm-seq	ECD,ECD,ECD,ECD
10	74072817	74072818	+		1	Nm-seq	VCL,VCL,VCL,VCL,VCL
10	78033889	78033890	+		1	Nm-seq	RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24
10	78033892	78033893	+		1	Nm-seq	RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24
10	78033893	78033894	+		1	Nm-seq	RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24
10	78033894	78033895	+		1	Nm-seq	RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24
10	78037300	78037301	+		1	Nm-seq	RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24,RPS24
10	84144992	84144993	+		1	Nm-seq	GHITM
10	87060744	87060745	-		1	Nm-seq	GLUD1,GLUD1
10	87746550	87746551	+		1	Nm-seq	PAPSS2,PAPSS2
10	94535159	94535160	+		1	Nm-seq	HELLS,TBC1D12,HELLS,TBC1D12
10	96366061	96366062	-		1	Nm-seq	TLL2
10	97426366	97426367	+		1	Nm-seq	PGAM1,PGAM1
10	97432922	97432923	+		1	Nm-seq	PGAM1
10	97432923	97432924	+		1	Nm-seq	PGAM1
10	97432924	97432925	+		1	Nm-seq	PGAM1
10	99956286	99956287	-		1	Nm-seq	DNMBP
10	100362092	100362093	+		1	Nm-seq	SCD
10	100363099	100363100	+		1	Nm-seq	SCD
