chr	start	end	strand	label	n_supporting	method	gene_name
1	77978939	77978940	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FUBP1,FUBP1,FUBP1,FUBP1
1	77978940	77978941	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FUBP1,FUBP1,FUBP1,FUBP1
1	85707824	85707825	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ZNHIT6,ZNHIT6
1	85707854	85707855	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ZNHIT6,ZNHIT6
1	87328967	87328968	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	LMO4
1	92834791	92834792	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RPL5,RPL5,RPL5,RPL5,RPL5,RPL5,RPL5,RPL5
1	93553884	93553885	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FNBP1L,FNBP1L,FNBP1L
1	107057911	107057912	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRMT6,PRMT6,PRMT6
1	108200070	108200071	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SLC25A24,SLC25A24,SLC25A24,SLC25A24
1	108903136	108903137	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GPSM2,GPSM2,GPSM2,GPSM2,GPSM2
1	109213914	109213915	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	intergenic
1	109548630	109548631	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GNAI3
1	112674691	112674692	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MOV10,MOV10,MOV10
1	112674692	112674693	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MOV10,MOV10,MOV10
1	114708175	114708176	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NRAS
1	114716755	114716756	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NRAS
1	143971516	143971517	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FAM72C,FAM72C
1	145978050	145978051	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	POLR3GL,POLR3GL,GA-rich,POLR3GL,POLR3GL
1	147178611	147178612	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	AC242426.2,AC242426.2,AC242426.2,PDIA3P1,AC242426.2,PDIA3P1
1	149900480	149900481	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	BOLA1,BOLA1,BOLA1,BOLA1
1	149944917	149944918	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	OTUD7B
1	150622574	150622575	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ENSA,ENSA,ENSA,ENSA
1	151035274	151035275	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRUNE1,PRUNE1,PRUNE1,PRUNE1,PRUNE1
1	151053149	151053150	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CDC42SE1,CDC42SE1,CDC42SE1,CDC42SE1,CDC42SE1
1	151249382	151249383	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PIP5K1A,PIP5K1A,PIP5K1A,PIP5K1A
1	151254730	151254731	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PSMD4,PSMD4
1	151265228	151265229	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PSMD4,PSMD4,PSMD4,PSMD4,PSMD4,PSMD4
1	151347252	151347253	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RFX5,RFX5,RFX5,RFX5,RFX5
1	153645568	153645569	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CHTOP,CHTOP,CHTOP,CHTOP
1	154275405	154275406	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HAX1,HAX1,HAX1,HAX1,HAX1,HAX1,HAX1,HAX1,HAX1,HAX1
1	154582471	154582472	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR,ADAR
1	154936955	154936956	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	intergenic
1	154962972	154962973	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SHC1,SHC1,SHC1,PYGO2,SHC1,SHC1
1	156935652	156935653	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ARHGEF11,ARHGEF11,ARHGEF11
1	160217237	160217238	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DCAF8,DCAF8,DCAF8,DCAF8,DCAF8,AL139011.2
1	161045912	161045913	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	USF1,USF1,USF1
1	161161028	161161029	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	USP21,USP21,USP21,USP21,USP21
1	161214189	161214190	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2,NDUFS2
1	161362813	161362814	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SDHC,SDHC
1	171532681	171532682	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRRC2C,PRRC2C,PRRC2C,PRRC2C,PRRC2C
1	180492288	180492289	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ACBD6,ACBD6,ACBD6
1	193059370	193059371	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	UCHL5,UCHL5,UCHL5,UCHL5,UCHL5
1	200832264	200832265	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CAMSAP2,CAMSAP2,CAMSAP2,CAMSAP2
1	201135747	201135748	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TMEM9,TMEM9,TMEM9,TMEM9,TMEM9,TMEM9,TMEM9,TMEM9
1	201874320	201874321	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	IPO9,IPO9
1	203014890	203014891	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TMEM183A,TMEM183A,TMEM183A,TMEM183A
1	211748566	211748567	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	LPGAT1
1	220057924	220057925	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	BPNT1,BPNT1,BPNT1,BPNT1,BPNT1
1	225519327	225519328	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ENAH,ENAH,ENAH,ENAH,ENAH
1	225519485	225519486	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ENAH,ENAH,ENAH,ENAH,ENAH,ENAH
1	228082713	228082714	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ARF1,ARF1
1	229549326	229549327	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ABCB10
1	229643599	229643600	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	URB2
1	233614130	233614131	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	KCNK1
1	234609084	234609085	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	IRF2BP2,IRF2BP2
1	235111730	235111731	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TOMM20
1	236558468	236558469	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HEATR1,HEATR1
10	5813432	5813433	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GDI2,GDI2,GDI2
10	12035221	12035222	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	UPF2,UPF2,UPF2,UPF2
10	27111551	27111552	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	YME1L1,YME1L1,YME1L1
10	32019891	32019892	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	KIF5B,KIF5B
10	35090589	35090590	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CUL2,CUL2,CUL2
10	45738002	45738003	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C
10	45738003	45738004	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C,WASHC2C
10	50078695	50078696	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	WASHC2A,WASHC2A,WASHC2A,WASHC2A,WASHC2A,WASHC2A,WASHC2A
10	73770337	73770338	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SEC24C,SEC24C,SEC24C,SEC24C,SEC24C
10	75229695	75229696	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	VDAC2,VDAC2,VDAC2,VDAC2,VDAC2
10	84144001	84144002	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GHITM
10	93959349	93959350	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PIPSL,PIPSL
10	99397246	99397247	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GOT1
10	101781529	101781530	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NPM3,NPM3
10	101847317	101847318	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ARMH3,ARMH3
10	102138014	102138015	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PPRC1,PPRC1
10	103603412	103603413	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SH3PXD2A,SH3PXD2A,SH3PXD2A,SH3PXD2A
10	119042711	119042712	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	EIF3A,EIF3A
10	119050556	119050557	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	EIF3A,EIF3A
10	124791743	124791744	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	EEF1AKMT2,EEF1AKMT2,EEF1AKMT2,EEF1AKMT2
10	128107387	128107388	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MKI67,MKI67
10	133420326	133420327	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MTG1,MTG1,AL360181.3,MTG1,MTG1
11	674718	674719	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DEAF1,DEAF1,DEAF1,DEAF1,DEAF1
11	694950	694951	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DEAF1,DEAF1
11	768350	768351	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GATD1,GATD1,GATD1,GATD1,GATD1,GATD1,GATD1
11	866855	866856	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4,TSPAN4
11	6612126	6612127	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TAF10,AC091564.7,TAF10,TAF10,TAF10
11	9169904	9169905	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DENND5A,DENND5A,DENND5A,DENND5A
11	17135147	17135148	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PIK3C2A,PIK3C2A
11	27363213	27363214	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CCDC34,CCDC34
11	32935043	32935044	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	QSER1,QSER1,QSER1,QSER1
11	35662990	35662991	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TRIM44
11	47425240	47425241	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3,PSMC3
11	47467720	47467721	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CELF1,CELF1
11	47468547	47468548	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CELF1,CELF1,CELF1,CELF1
11	47565586	47565587	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PTPMT1,PTPMT1,NDUFS3
11	60891075	60891076	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRPF19,PRPF19,PRPF19
11	60891076	60891077	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRPF19,PRPF19,PRPF19
11	61131305	61131306	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	VPS37C
11	61801908	61801909	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FADS1,AluSx
11	62145229	62145230	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	INCENP,GA-rich,INCENP
11	62146671	62146672	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	INCENP,INCENP
11	62664920	62664921	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	C11orf98,LBHD1,C11orf98,LBHD1,LBHD1,LBHD1,C11orf98,AP001458.2
11	62715143	62715144	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HNRNPUL2,HNRNPUL2-BSCL2
11	62715148	62715149	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HNRNPUL2-BSCL2,HNRNPUL2
11	64238580	64238581	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	VEGFB,VEGFB,VEGFB
11	64318160	64318161	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PRDX5
11	65034876	65034877	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SNX15,SNX15,SNX15,SNX15,SNX15,ARL2-SNX15,SNX15,SNX15
11	65116948	65116949	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ZNHIT2,ZNHIT2
11	65122186	65122187	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SYVN1
11	65423441	65423442	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NEAT1,NEAT1,NEAT1,NEAT1,NEAT1,NEAT1
11	65500854	65500855	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MALAT1,MALAT1,MALAT1
11	65589968	65589969	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	EHBP1L1,EHBP1L1
11	65598291	65598292	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MAP3K11,MAP3K11,MAP3K11,MAP3K11
11	65655734	65655735	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RELA,RELA,RELA,RELA,RELA,RELA,RELA,RELA,RELA
11	66267791	66267792	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	KLC2,KLC2,KLC2,KLC2,KLC2,KLC2,KLC2
11	66687639	66687640	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SPTBN2,SPTBN2,SPTBN2,SPTBN2,SPTBN2,SPTBN2,SPTBN2
11	67286432	67286433	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	GRK2,GRK2,GRK2
11	68262484	68262485	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	C11orf24,C11orf24,C11orf24,C11orf24
11	70419807	70419808	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CTTN,CTTN,CTTN,CTTN,CTTN
11	72006256	72006257	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NUMA1,NUMA1,NUMA1,NUMA1,NUMA1,NUMA1,NUMA1,NUMA1,NUMA1,NUMA1
11	73760584	73760585	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RAB6A,RAB6A,RAB6A,RAB6A,RAB6A,RAB6A,RAB6A,RAB6A,RAB6A
11	73982770	73982771	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	UCP2,UCP2,UCP2,UCP2,UCP2,UCP2
11	74949261	74949262	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SPCS2,SPCS2
11	112025662	112025663	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DLAT,DLAT,DLAT,DLAT
11	118647973	118647974	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1,PHLDB1
11	118897419	118897420	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	BCL9L
11	119081838	119081839	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	VPS11,VPS11,VPS11,VPS11,VPS11
11	119100393	119100394	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1,DPAGT1
11	119334628	119334629	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RNF26
11	119336252	119336253	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RNF26
11	126345472	126345473	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DCPS,DCPS,DCPS,DCPS
12	1236860	1236861	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1,ERC1
12	1786602	1786603	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ADIPOR2
12	2799934	2799935	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FKBP4,FKBP4
12	6936754	6936755	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ATN1,(CAG)n,ATN1
12	9695897	9695898	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CLEC2D,AC007068.1
12	10704134	10704135	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	YBX3,YBX3,YBX3,YBX3,YBX3,YBX3,YBX3,YBX3,YBX3,YBX3
12	12721335	12721336	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CDKN1B,CDKN1B
12	13000136	13000137	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HEBP1,HEBP1,HEBP1
12	14800769	14800770	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	WBP11,WBP11,WBP11,WBP11
12	21475472	21475473	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RECQL,RECQL
12	31287768	31287769	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SINHCAF,SINHCAF,SINHCAF,SINHCAF,SINHCAF,SINHCAF,SINHCAF,SINHCAF
12	48830150	48830151	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DDX23,DDX23
12	49185035	49185036	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TUBA1A,TUBA1A,TUBA1A
12	49791418	49791419	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NCKAP5L,NCKAP5L
12	49997043	49997044	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RACGAP1,RACGAP1,RACGAP1,RACGAP1,RACGAP1,RACGAP1
12	49997044	49997045	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RACGAP1,RACGAP1,RACGAP1,RACGAP1,RACGAP1,RACGAP1
12	50764289	50764290	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ATF1,ATF1,ATF1
12	53295556	53295557	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5,PFDN5
12	53989219	53989220	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	HOXC10,HOXC10,HOXC10,AC012531.3,HOXC10
12	56229752	56229753	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	(AAAG)n,NABP2,NABP2,NABP2
12	56425131	56425132	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	TIMELESS,TIMELESS
12	57547192	57547193	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	DCTN2,DCTN2,DCTN2,DCTN2
12	65463457	65463458	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	MSRB3,MSRB3,MSRB3,MSRB3,MSRB3,MSRB3,MSRB3,MSRB3
12	69239599	69239600	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CPSF6,CPSF6,(GCG)n,CPSF6,CPSF6
12	70278210	70278211	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2,CNOT2
12	71636923	71636924	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ZFC3H1,ZFC3H1
12	76084687	76084688	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NAP1L1,NAP1L1,NAP1L1,NAP1L1,NAP1L1
12	79690075	79690076	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PAWR,PAWR,PAWR,PAWR
12	82353303	82353304	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CCDC59,CCDC59,CCDC59,CCDC59
12	95512893	95512894	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	METAP2,METAP2,METAP2,METAP2,METAP2,METAP2
12	101395007	101395008	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ARL1,ARL1,ARL1
12	118136070	118136071	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	intergenic
12	119734242	119734243	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CIT,CIT,CIT,CIT,CIT,CIT,CIT,CIT
12	122328280	122328281	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1
12	122333111	122333112	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1,CLIP1
12	124014187	124014188	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	ZNF664,RFLNA,ZNF664,AC068790.8,RFLNA,ZNF664,ZNF664
12	124378278	124378279	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	NCOR2,NCOR2,NCOR2,NCOR2,NCOR2,NCOR2,NCOR2
12	131929986	131929987	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PUS1,PUS1,PUS1,PUS1,PUS1,PUS1,PUS1,PUS1,PUS1,PUS1
12	131941459	131941460	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PUS1,PUS1,PUS1,PUS1,PUS1,PUS1
13	25096420	25096421	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	PABPC3
13	47954491	47954492	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2,SUCLA2
13	49691321	49691322	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	EBPL,EBPL,EBPL,EBPL,EBPL,EBPL,EBPL
13	77026867	77026868	-		2	BoRed-seq&m7G-RIP-seq,m7G-seq	FBXL3,FBXL3,FBXL3
13	87678584	87678585	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	SLITRK5
13	97465201	97465202	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	RAP2A
13	98021925	98021926	+		2	BoRed-seq&m7G-RIP-seq,m7G-seq	IPO5,IPO5,IPO5,IPO5,IPO5
