chr	start	end	strand	label	n_supporting	method	gene_name
15	66352176	66352177	-		3	Bisulfite-seq,m5C-RIP-seq	TIPIN,TIPIN,TIPIN,TIPIN,TIPIN
15	66386950	66386951	+		5	Bisulfite-seq,m5C-RIP-seq	MAP2K1,MAP2K1
15	72731401	72731402	+		5	Bisulfite-seq,m5C-RIP-seq	BBS4,BBS4,BBS4,BBS4,BBS4,BBS4,BBS4,BBS4
15	74631045	74631046	-		3	Bisulfite-seq,m5C-RIP-seq	EDC3,EDC3
15	90882310	90882311	+		5	Bisulfite-seq,m5C-RIP-seq	FURIN,FURIN,FURIN
16	1964561	1964562	-		5	Bisulfite-seq,m5C-RIP-seq	RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2,RPS2
16	2175895	2175896	+		5	Bisulfite-seq,m5C-RIP-seq	TRAF7
16	2176358	2176359	+		4	Bisulfite-seq,m5C-RIP-seq	TRAF7
16	2967118	2967119	+		3	Bisulfite-seq,m5C-RIP-seq	KREMEN2,KREMEN2,KREMEN2,KREMEN2,KREMEN2,KREMEN2
16	4513001	4513002	-		5	Bisulfite-seq,m5C-RIP-seq	CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1,CDIP1
16	11345704	11345705	+		3	Bisulfite-seq,m5C-RIP-seq	RMI2,RMI2,RMI2,RMI2,RMI2
16	29968111	29968112	+		5	Bisulfite-seq,m5C-RIP-seq	TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219,TMEM219
16	30117205	30117206	-		5	Bisulfite-seq,m5C-RIP-seq	MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3,MAPK3
16	48352516	48352517	+		5	Bisulfite-seq,m5C-RIP-seq	LONP2,AluSz6,LONP2,LONP2
16	88630551	88630552	+		5	Bisulfite-seq,m5C-RIP-seq	ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18,ZC3H18
16	88655362	88655363	-		5	Bisulfite-seq,m5C-RIP-seq	MVD,MVD
16	89553803	89553804	+		6	Bisulfite-seq,m5C-RIP-seq	SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7,SPG7
16	89765037	89765038	-		3	Bisulfite-seq,m5C-RIP-seq	FANCA,FANCA,FANCA,FANCA,FANCA
17	2322676	2322677	-		2	Bisulfite-seq,m5C-RIP-seq	AluY,TSR1
17	3624201	3624202	-		3	Bisulfite-seq	SHPK,AC027796.3
17	5468854	5468855	-		5	Bisulfite-seq,m5C-RIP-seq	DHX33,DHX33
17	7497813	7497814	+		1	Bisulfite-seq	POLR2A,POLR2A,POLR2A
17	7910884	7910885	+		5	Bisulfite-seq,m5C-RIP-seq	CHD3,CHD3,CHD3,CHD3,CHD3,CHD3,CHD3,CHD3
17	10697298	10697299	-		5	Bisulfite-seq,m5C-RIP-seq	SCO1,SCO1,SCO1,SCO1,SCO1
17	12996606	12996607	-		5	Bisulfite-seq,m5C-RIP-seq	ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2,ELAC2
17	16068036	16068037	-		3	Bisulfite-seq	NCOR1,NCOR1,NCOR1,NCOR1,NCOR1,NCOR1
17	19343443	19343444	-		4	Bisulfite-seq,m5C-RIP-seq	B9D1,B9D1,B9D1,B9D1,B9D1,B9D1,B9D1,B9D1
17	21002701	21002702	-		4	Bisulfite-seq,m5C-RIP-seq	USP22,USP22,USP22
17	29617931	29617932	-		2	Bisulfite-seq	CORO6,CORO6,CORO6,CORO6,CORO6,CORO6,CORO6,CORO6,CORO6
17	37478130	37478131	+		2	Bisulfite-seq,m5C-RIP-seq	TADA2A,TADA2A,AluSg,TADA2A
17	38768638	38768639	-		1	Bisulfite-seq	PIP4K2B
17	41822451	41822452	+		5	Bisulfite-seq,m5C-RIP-seq	FKBP10,FKBP10,FKBP10,FKBP10
17	44323528	44323529	-		2	Bisulfite-seq	SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39,SLC25A39
17	44781213	44781214	+		2	Bisulfite-seq	ADAM11,ADAM11
17	47974725	47974726	+		5	Bisulfite-seq,m5C-RIP-seq	CDK5RAP3,AC018521.1,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3,CDK5RAP3
17	48607713	48607714	-		1	Bisulfite-seq	HOXB7,HOXB7
17	48607722	48607723	-		1	Bisulfite-seq	HOXB7,HOXB7,HOXB7
17	50357114	50357115	+		3	Bisulfite-seq,m5C-RIP-seq	XYLT2,XYLT2,XYLT2,XYLT2
17	50551109	50551110	+		6	Bisulfite-seq,m5C-RIP-seq	SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20,SPATA20
17	51166484	51166485	+		1	Bisulfite-seq	NME2,NME2,NME1-NME2,NME2,NME2,NME2,NME2,NME1-NME2,NME1-NME2
17	75318970	75318971	-		6	Bisulfite-seq,m5C-RIP-seq	GRB2,GRB2,GRB2,GRB2,GRB2,GRB2
17	76082265	76082266	-		4	Bisulfite-seq,m5C-RIP-seq	EXOC7,EXOC7,EXOC7,EXOC7
17	76083421	76083422	-		1	Bisulfite-seq	EXOC7,EXOC7,EXOC7,EXOC7,EXOC7
17	79086570	79086571	+		3	Bisulfite-seq,m5C-RIP-seq	ENGASE,ENGASE,ENGASE
17	81596162	81596163	-		2	Bisulfite-seq	NPLOC4,NPLOC4,NPLOC4,NPLOC4
17	82390586	82390587	-		2	Bisulfite-seq	OGFOD3,OGFOD3
17	82439943	82439944	+		3	Bisulfite-seq	HEXD,HEXD,HEXD,HEXD,HEXD,HEXD,HEXD,HEXD,HEXD,HEXD
18	59345933	59345934	-		5	Bisulfite-seq,m5C-RIP-seq	LMAN1
19	1497278	1497279	+		4	Bisulfite-seq,m5C-RIP-seq	REEP6,REEP6
19	1879335	1879336	-		3	Bisulfite-seq	ABHD17A,ABHD17A,ABHD17A,ABHD17A,ABHD17A,ABHD17A
19	1879336	1879337	-		3	Bisulfite-seq	ABHD17A,ABHD17A,ABHD17A,ABHD17A,ABHD17A,ABHD17A
19	2251344	2251345	+		2	Bisulfite-seq	AMH,AMH
19	5678592	5678593	-		2	Bisulfite-seq	MICOS13,MICOS13,MICOS13
19	7631559	7631560	+		4	Bisulfite-seq,m5C-RIP-seq	AC008763.2,PET100,PET100,AC008763.2,PET100,PET100,AC008763.2,PET100
19	7858278	7858279	+		1	Bisulfite-seq	EVI5L,EVI5L,EVI5L,EVI5L
19	11132734	11132735	+		2	Bisulfite-seq,m5C-RIP-seq	AluYb8,LDLR,LDLR
19	12696366	12696367	-		5	Bisulfite-seq,m5C-RIP-seq	FBXW9,FBXW9,FBXW9
19	14480413	14480414	-		6	Bisulfite-seq,m5C-RIP-seq	GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1,GIPC1
19	14566838	14566839	-		6	Bisulfite-seq,m5C-RIP-seq	NDUFB7,NDUFB7
19	15425615	15425616	-		5	Bisulfite-seq,m5C-RIP-seq	WIZ,WIZ,WIZ,WIZ,WIZ,WIZ,WIZ
19	15429588	15429589	-		3	Bisulfite-seq,m5C-RIP-seq	WIZ,WIZ,WIZ,WIZ,WIZ,WIZ,WIZ
19	18169978	18169979	+		4	Bisulfite-seq,m5C-RIP-seq	AluSx1,AC007192.1,PIK3R2,PIK3R2
19	23827394	23827395	+		4	Bisulfite-seq,m5C-RIP-seq	RPSAP58,AC139769.1,AC139769.1,AC139769.1
19	39489943	39489944	+		3	Bisulfite-seq,m5C-RIP-seq	TIMM50,TIMM50,TIMM50,TIMM50,TIMM50
19	40279465	40279466	-		1	Bisulfite-seq	AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2,AKT2
19	40367743	40367744	+		6	Bisulfite-seq,m5C-RIP-seq	PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3,PLD3
19	40705366	40705367	-		5	Bisulfite-seq,m5C-RIP-seq	COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B,COQ8B
19	41438308	41438309	-		5	Bisulfite-seq,m5C-RIP-seq	DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2,DMAC2
19	44871925	44871926	+		6	Bisulfite-seq,m5C-RIP-seq	NECTIN2,NECTIN2,NECTIN2
19	44992797	44992798	+		2	Bisulfite-seq	CLPTM1,CLPTM1,CLPTM1,CLPTM1
19	46609460	46609461	+		1	Bisulfite-seq	CALM3,CALM3,CALM3,CALM3
19	47476627	47476628	-		2	Bisulfite-seq	KPTN,KPTN
19	49461652	49461653	+		1	Bisulfite-seq	ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1
19	49464684	49464685	+		2	Bisulfite-seq	AC010619.1,ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1,ALDH16A1
2	1649289	1649290	-		3	Bisulfite-seq,m5C-RIP-seq	PXDN,PXDN,PXDN
2	27409490	27409491	-		3	Bisulfite-seq,m5C-RIP-seq	PPM1G,PPM1G,PPM1G
2	46904391	46904392	-		5	Bisulfite-seq,m5C-RIP-seq	MCFD2,MCFD2,MCFD2,MCFD2,MCFD2,MCFD2
2	62146609	62146610	+		1	Bisulfite-seq	RPSAP26,COMMD1,COMMD1,COMMD1
2	74422170	74422171	+		2	Bisulfite-seq	WDR54,WDR54,WDR54,WDR54,WDR54,WDR54,WDR54,WDR54,WDR54,WDR54,WDR54
2	96283914	96283915	-		2	Bisulfite-seq	SNRNP200,SNRNP200,SNRNP200,SNRNP200
2	100321741	100321742	-		1	Bisulfite-seq	LONRF2
2	233251931	233251932	+		1	Bisulfite-seq	ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1,ATG16L1
2	241229432	241229433	-		2	Bisulfite-seq	HDLBP,HDLBP,HDLBP,HDLBP,HDLBP,HDLBP
20	41174171	41174172	+		4	Bisulfite-seq,m5C-RIP-seq	PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1,PLCG1
20	45894003	45894004	+		1	Bisulfite-seq	CTSA,CTSA,CTSA,CTSA,CTSA,CTSA,CTSA,CTSA,CTSA,CTSA
20	45907885	45907886	-		1	Bisulfite-seq	PLTP,PLTP,PLTP,PLTP,PLTP
20	58891384	58891385	+		5	Bisulfite-seq,m5C-RIP-seq	GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,(CGG)n,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS,GNAS
21	44128070	44128071	+		5	Bisulfite-seq,m5C-RIP-seq	PWP2,PWP2,PWP2
21	45477438	45477439	+		5	Bisulfite-seq,m5C-RIP-seq	COL18A1,COL18A1,COL18A1,COL18A1
21	46411386	46411387	+		4	Bisulfite-seq	PCNT,PCNT
22	20086786	20086787	+		1	Bisulfite-seq	DGCR8,DGCR8,(A)n,DGCR8,DGCR8
22	20131892	20131893	+		4	Bisulfite-seq	ZDHHC8,(CGCC)n,ZDHHC8
22	23767867	23767868	-		6	Bisulfite-seq,m5C-RIP-seq	CHCHD10,CHCHD10,CHCHD10,CHCHD10
22	24164530	24164531	+		5	Bisulfite-seq,m5C-RIP-seq	CABIN1,CABIN1,CABIN1,CABIN1,CABIN1
22	29145802	29145803	+		3	Bisulfite-seq	KREMEN1,KREMEN1,KREMEN1
22	31613613	31613614	+		3	Bisulfite-seq	SFI1,SFI1,SFI1,SFI1,SFI1,SFI1,SFI1,SFI1,SFI1
22	36762932	36762933	-		1	Bisulfite-seq	IFT27,IFT27,IFT27,IFT27,IFT27,IFT27
22	41339979	41339980	+		2	Bisulfite-seq	ZC3H7B
22	41620864	41620865	-		5	Bisulfite-seq,m5C-RIP-seq	DESI1
22	50221360	50221361	-		4	Bisulfite-seq	TUBGCP6,TUBGCP6,TUBGCP6,TUBGCP6
22	50257730	50257731	-		2	Bisulfite-seq	MAPK12,MAPK12,MAPK12,MAPK12,MAPK12,MAPK12,MAPK12,MAPK12,MAPK12
22	50343476	50343477	+		3	Bisulfite-seq,m5C-RIP-seq	PPP6R2,PPP6R2,PPP6R2,PPP6R2
3	9818795	9818796	+		4	Bisulfite-seq	ARPC4-TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3,TTLL3
3	13321737	13321738	-		2	Bisulfite-seq	NUP210
3	13386320	13386321	-		3	Bisulfite-seq,m5C-RIP-seq	NUP210,NUP210
3	15051824	15051825	-		5	Bisulfite-seq,m5C-RIP-seq	MRPS25,MRPS25,MRPS25,MRPS25
3	15332524	15332525	-		1	Bisulfite-seq	SH3BP5,SH3BP5,SH3BP5,SH3BP5,SH3BP5
3	33014121	33014122	-		2	Bisulfite-seq	GLB1,GLB1,GLB1,GLB1
3	39408705	39408706	+		6	Bisulfite-seq,m5C-RIP-seq	RPSA,RPSA,RPSA,RPSA,RPSA,RPSA
3	46999353	46999354	+		5	Bisulfite-seq,m5C-RIP-seq	NBEAL2,NBEAL2,NBEAL2
3	49104399	49104400	-		5	Bisulfite-seq,m5C-RIP-seq	QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS,QARS
3	51971715	51971716	-		2	Bisulfite-seq	AC115284.1,ABHD14B,ABHD14B,ABHD14B,ABHD14B,ABHD14B,ABHD14B,PCBP4,ABHD14B,ABHD14B
3	52527359	52527360	-		5	Bisulfite-seq,m5C-RIP-seq	NT5DC2,NT5DC2,NT5DC2,NT5DC2,NT5DC2,NT5DC2,NT5DC2,NT5DC2
3	184150246	184150247	+		4	Bisulfite-seq,m5C-RIP-seq	AC131235.1
3	196820538	196820539	+		2	Bisulfite-seq	PAK2,PAK2
3	197791339	197791340	+		1	Bisulfite-seq	LRCH3,LRCH3,LRCH3,LRCH3,LRCH3,LRCH3,LRCH3
4	523763	523764	+		5	Bisulfite-seq,m5C-RIP-seq	PIGG,PIGG,PIGG,PIGG,PIGG,PIGG
4	86594691	86594692	+		2	Bisulfite-seq	PTPN13,PTPN13,PTPN13,PTPN13
5	138507105	138507106	-		6	Bisulfite-seq,m5C-RIP-seq	ETF1,ETF1
5	140564412	140564413	-		1	Bisulfite-seq	APBB3,APBB3,APBB3,APBB3,AC116353.4,AC116353.4,APBB3,APBB3,APBB3
5	140564413	140564414	-		1	Bisulfite-seq	APBB3,AC116353.4,AC116353.4,APBB3,APBB3,APBB3,APBB3,APBB3,APBB3
5	177097801	177097802	+		4	Bisulfite-seq,m5C-RIP-seq	FGFR4,FGFR4
6	3270339	3270340	-		1	Bisulfite-seq	SLC22A23,SLC22A23
6	31644133	31644134	-		4	Bisulfite-seq	BAG6,BAG6,BAG6,BAG6,BAG6,BAG6,BAG6,BAG6,BAG6,BAG6,BAG6
6	31728501	31728502	-		2	Bisulfite-seq	DDAH2,DDAH2,DDAH2,DDAH2,DDAH2,DDAH2,DDAH2,DDAH2,DDAH2,DDAH2
6	32155759	32155760	+		1	Bisulfite-seq	PPT2,PPT2,PPT2,PPT2-EGFL8,PPT2-EGFL8,PPT2-EGFL8,PPT2,PPT2,PPT2,PPT2,PPT2-EGFL8,PPT2,PPT2-EGFL8,PPT2,PPT2
6	32853165	32853166	-		5	Bisulfite-seq,m5C-RIP-seq	TAP1,TAP1
6	34280148	34280149	-		2	Bisulfite-seq,m5C-RIP-seq	NUDT3
6	37483116	37483117	-		3	Bisulfite-seq,m5C-RIP-seq	CCDC167
6	43505060	43505061	+		4	Bisulfite-seq,m5C-RIP-seq	TJAP1,TJAP1,TJAP1,TJAP1,TJAP1,TJAP1,TJAP1,TJAP1,TJAP1,TJAP1
6	111873197	111873198	-		3	Bisulfite-seq,m5C-RIP-seq	FYN,FYN,FYN,FYN,FYN
7	1477933	1477934	-		1	Bisulfite-seq	INTS1
7	10974235	10974236	+		5	Bisulfite-seq,m5C-RIP-seq	PHF14,PHF14,PHF14,PHF14,PHF14,PHF14,PHF14
7	29923381	29923382	-		2	Bisulfite-seq	SCRN1,SCRN1
